web-scraper-order,web-scraper-start-url,maillinks,maillinks-href,sublinks,sublinks-href,sublinktext
"1586524175-1300","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","3","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=3","اخبار العراق 
                                        
                                        صحة الكرخ: آخر حالتي اشتباه بكورونا تغادران مستشفى الفرات
                                        بغداد /  المحافظات / مراسلو الصباح
غادرَ آخر شخصين مستشفى الفرات في بغداد، بعد ثبوت سلامتهما من الاصابة بفايروس كورونا، في وقت اكدت فيها السلطات المحلية في اقليم كردستان، التزامها التام بالمقررات التي","http://alsabaah.iq/23295/%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D9%83%D8%B1%D8%AE-%D8%A2%D8%AE%D8%B1-%D8%AD%D8%A7%D9%84%D8%AA%D9%8A-%D8%A7%D8%B4%D8%AA%D8%A8%D8%A7%D9%87-%D8%A8%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%AA%D8%BA%D8%A7%D8%AF%D8%B1%D8%A7%D9%86-%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D8%A7%D9%84%D9%81%D8%B1%D8%A7%D8%AA","بغداد /  المحافظات / مراسلو الصباح"
"1586523990-775","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","10","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=10","اخبار العراق 
                                        
                                        إطلاق الربط الالكتروني لمدارس نينوى 
                                        بغداد / اسراء السامرائي

باشرتْ وزارة التربية تنفيذ مشروع ربط الصفوف الدراسية وعولمتها في نينوى بهدف الارتقاء بالواقع العلمي لمدارس المحافظة، وبالتنسيق مع المجلس الثقافي
البريطاني.","http://alsabaah.iq/22579/%D8%A5%D8%B7%D9%84%D8%A7%D9%82-%D8%A7%D9%84%D8%B1%D8%A8%D8%B7-%D8%A7%D9%84%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D9%85%D8%AF%D8%A7%D8%B1%D8%B3-%D9%86%D9%8A%D9%86%D9%88%D9%89","واردف انه تم البدء بالمشروع من خلال اقامة دورات موسعة للملاكات التربوية التعليمية والتدريسية، بينما تكثف المديرية جهودها من اجل انجاح المشروع باعتباره من اهم المشاريع الحيوية التي نفذت في البلاد بشكل عام وفي نينوى بشكل خاص."
"1586524096-1012","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=6","اخبار العراق 
                                        
                                        انطلاق عمليتين أمنيتين لملاحقة {داعش» في ثلاث محافظات 
                                        بغداد / الصباح 

انطلقتْ  امس الاثنين عمليتان أمنيتان في ثلاث محافظات، هي نينوى وصلاح الدين والأنبار","http://alsabaah.iq/22888/%D8%A7%D9%86%D8%B7%D9%84%D8%A7%D9%82-%D8%B9%D9%85%D9%84%D9%8A%D8%AA%D9%8A%D9%86-%D8%A3%D9%85%D9%86%D9%8A%D8%AA%D9%8A%D9%86-%D9%84%D9%85%D9%84%D8%A7%D8%AD%D9%82%D8%A9-%D8%AF%D8%A7%D8%B9%D8%B4-%D9%81%D9%8A-%D8%AB%D9%84%D8%A7%D8%AB-%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A7%D8%AA","انطلقتْ  امس الاثنين عمليتان أمنيتان في ثلاث محافظات، هي نينوى وصلاح الدين والأنبار، وبينما اطلقت على العملية الاولى تسمية (علي الهادي) وتستهدف تطهير الصحراء الرابطة بين هذه المحافظات من عناصر داعش، حملت العملية الامنية الثانية، والتي انطلقت في نينوى، اسم (السيف البتار) لطرد فلول عصابات ""داعش"" المنهزمة، خارج الحدود."
"1586524149-1248","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","4","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=4","اخبار العراق 
                                        
                                        واشنطن تجرب لقاحات على البشر لمواجهة كورونا   
                                        بيروت / جبار عودة الخطاط / عواصم / وكالات
تزامنا مع تصريح منظمة الصحة العالمية، بأن عدد المصابين بفيروس كورونا في العالم وصل إلى 100 ألف، بدأ العمل على تطوير لقاحات، لكنها أشارت الى عدم توقع أن يختفي الفيروس","http://alsabaah.iq/23169/%D9%88%D8%A7%D8%B4%D9%86%D8%B7%D9%86-%D8%AA%D8%AC%D8%B1%D8%A8-%D9%84%D9%82%D8%A7%D8%AD%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A8%D8%B4%D8%B1-%D9%84%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7","وأفاد بيان رسمي سعوديبأن «وزارة الصحة ستتخذ جميع الإجراءات الاحترازية اللازمة في المطارات المشار إليها، وكذلك حيال سائقي تلك الشاحنات ومرافقيهم في المنافذ البرية، حيث يبدأ تطبيق هذه الإجراءات فورا»."
"1586524103-1031","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=6","اخبار العراق 
                                        
                                        التجارة تطلق البطاقة التموينية الالكترونية نهاية 2020
                                        بغداد/ عمر عبد اللطيف
من المؤمل ان تكمل وزارة التجارة جميع الاجراءات الخاصة بمشروع البطاقة التموينية الالكترونية نهاية العام الحالي","http://alsabaah.iq/22891/%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9-%D8%AA%D8%B7%D9%84%D9%82-%D8%A7%D9%84%D8%A8%D8%B7%D8%A7%D9%82%D8%A9-%D8%A7%D9%84%D8%AA%D9%85%D9%88%D9%8A%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-%D9%86%D9%87%D8%A7%D9%8A%D8%A9-2020","واضاف أن ""الوزارة تعمل على الاسراع بانجاز هذا المشروع والذي من المؤمل الانتهاء منه نهاية العام الحالي، والذي سيحقق المتابعة والرقابة وعمليات تجهيز المواطنين بكل شفافية، والقضاء على اليات الفساد الموجودة من خلال تسلمهم لبطاقاتهم التموينية عبر بصمة العين""."
"1586524175-1316","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","3","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=3","اخبار العراق 
                                        
                                        صحة الكرخ: آخر حالتي اشتباه بكورونا تغادران مستشفى الفرات
                                        بغداد /  المحافظات / مراسلو الصباح
غادرَ آخر شخصين مستشفى الفرات في بغداد، بعد ثبوت سلامتهما من الاصابة بفايروس كورونا، في وقت اكدت فيها السلطات المحلية في اقليم كردستان، التزامها التام بالمقررات التي","http://alsabaah.iq/23295/%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D9%83%D8%B1%D8%AE-%D8%A2%D8%AE%D8%B1-%D8%AD%D8%A7%D9%84%D8%AA%D9%8A-%D8%A7%D8%B4%D8%AA%D8%A8%D8%A7%D9%87-%D8%A8%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%AA%D8%BA%D8%A7%D8%AF%D8%B1%D8%A7%D9%86-%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D8%A7%D9%84%D9%81%D8%B1%D8%A7%D8%AA","وفي البصرة، تم الاعلان عن اول حالة وفاة لشخص اثر اصابته بفايروس كورونا."
"1586524000-790","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","9","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=9","اخبار العراق 
                                        
                                        «تحوطات وقائية» لمنع تسجيل إصابات جديدة بـ {كورونا» 
                                        بغداد / المحافظات / مراسلو الصباح

يمضي العراق بشكل سريع نحو تحجيم انتشار فيروس “كورونا”","http://alsabaah.iq/22582/%D8%AA%D8%AD%D9%88%D8%B7%D8%A7%D8%AA-%D9%88%D9%82%D8%A7%D8%A6%D9%8A%D8%A9-%D9%84%D9%85%D9%86%D8%B9-%D8%AA%D8%B3%D8%AC%D9%8A%D9%84-%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D8%A8%D9%80-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7","ويقصد ملايين المسلمين سنوياً مدينة الكاظمية المقدسة، شمالي العاصمة بغداد، لإحياء ذكرى وفاة الإمام موسى الكاظم عليه السلام، بينما تعمد القوات الأمنية إلى اتخاذ إجراءات مشددة وقطع بعض الطرق والشوارع لحماية الزائرين الوافدين الى المدينة."
"1586524149-1220","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","4","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=4","اخبار العراق 
                                        
                                        واشنطن تجرب لقاحات على البشر لمواجهة كورونا   
                                        بيروت / جبار عودة الخطاط / عواصم / وكالات
تزامنا مع تصريح منظمة الصحة العالمية، بأن عدد المصابين بفيروس كورونا في العالم وصل إلى 100 ألف، بدأ العمل على تطوير لقاحات، لكنها أشارت الى عدم توقع أن يختفي الفيروس","http://alsabaah.iq/23169/%D9%88%D8%A7%D8%B4%D9%86%D8%B7%D9%86-%D8%AA%D8%AC%D8%B1%D8%A8-%D9%84%D9%82%D8%A7%D8%AD%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A8%D8%B4%D8%B1-%D9%84%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7","أما في كوريا الجنوبية فقد أعلنت السلطات الصحية هناك عن 174 حالة إصابة جديدة بفيروس «كورونا» امس السبت ليرتفع إجمالي عدد الإصابات إلى 6767 حالة، مؤكدة أن عدد حالات الوفاة ظل دون تغيير منذ امس السبت عند 44 حالة."
"1586524175-1332","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","3","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=3","اخبار العراق 
                                        
                                        صحة الكرخ: آخر حالتي اشتباه بكورونا تغادران مستشفى الفرات
                                        بغداد /  المحافظات / مراسلو الصباح
غادرَ آخر شخصين مستشفى الفرات في بغداد، بعد ثبوت سلامتهما من الاصابة بفايروس كورونا، في وقت اكدت فيها السلطات المحلية في اقليم كردستان، التزامها التام بالمقررات التي","http://alsabaah.iq/23295/%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D9%83%D8%B1%D8%AE-%D8%A2%D8%AE%D8%B1-%D8%AD%D8%A7%D9%84%D8%AA%D9%8A-%D8%A7%D8%B4%D8%AA%D8%A8%D8%A7%D9%87-%D8%A8%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%AA%D8%BA%D8%A7%D8%AF%D8%B1%D8%A7%D9%86-%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D8%A7%D9%84%D9%81%D8%B1%D8%A7%D8%AA","ميسان .. تعطيل الدوائر في ناحية السلام"
"1586524175-1323","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","3","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=3","اخبار العراق 
                                        
                                        صحة الكرخ: آخر حالتي اشتباه بكورونا تغادران مستشفى الفرات
                                        بغداد /  المحافظات / مراسلو الصباح
غادرَ آخر شخصين مستشفى الفرات في بغداد، بعد ثبوت سلامتهما من الاصابة بفايروس كورونا، في وقت اكدت فيها السلطات المحلية في اقليم كردستان، التزامها التام بالمقررات التي","http://alsabaah.iq/23295/%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D9%83%D8%B1%D8%AE-%D8%A2%D8%AE%D8%B1-%D8%AD%D8%A7%D9%84%D8%AA%D9%8A-%D8%A7%D8%B4%D8%AA%D8%A8%D8%A7%D9%87-%D8%A8%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%AA%D8%BA%D8%A7%D8%AF%D8%B1%D8%A7%D9%86-%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D8%A7%D9%84%D9%81%D8%B1%D8%A7%D8%AA","واردف عبد الكريم ان الفريق الميداني قام بالتعاون مع احدى المنظمات  للوقاية من الفايروس وتوجيه الجهات المسؤولة عن بوابات المخيمات لمنع الزيارات من خارج المخيمات بشكل مؤقت كاجراء وقائي للحفاظ على سلامة الاسر النازحة، مضيفا ان الفرق قامت بحملة تثقيف النازحين في مخيمات حمام العليل والسلامية وجبل سنجار بالتنسيق مع الهيئة الطبية الدولية ومنظمة pui ."
"1586524175-1305","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","3","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=3","اخبار العراق 
                                        
                                        صحة الكرخ: آخر حالتي اشتباه بكورونا تغادران مستشفى الفرات
                                        بغداد /  المحافظات / مراسلو الصباح
غادرَ آخر شخصين مستشفى الفرات في بغداد، بعد ثبوت سلامتهما من الاصابة بفايروس كورونا، في وقت اكدت فيها السلطات المحلية في اقليم كردستان، التزامها التام بالمقررات التي","http://alsabaah.iq/23295/%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D9%83%D8%B1%D8%AE-%D8%A2%D8%AE%D8%B1-%D8%AD%D8%A7%D9%84%D8%AA%D9%8A-%D8%A7%D8%B4%D8%AA%D8%A8%D8%A7%D9%87-%D8%A8%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%AA%D8%BA%D8%A7%D8%AF%D8%B1%D8%A7%D9%86-%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D8%A7%D9%84%D9%81%D8%B1%D8%A7%D8%AA","في تلك الاثناء، أكدت صحة اقليم كردستان  تطبيق جميع التعليمات الصادرة من خلية الازمة الاتحادية، ولجنة الامر الديواني (55) واولها اتباع الحجر الصحي على جميع الوافدين للاقليم لمدة اسبوعين."
"1586524093-1001","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=6","اخبار العراق 
                                        
                                        الكهرباء: (سيمنس) ستباشر نصب شبكات التوزيع الذكية
                                        بغداد / طارق الاعرجي

تباشر قريبا شركة سيمنس الالمانية نصب شبكات التوزيع الذكية في عدد من مناطق المحافظات للتقليل من الطاقة المهدورة","http://alsabaah.iq/22887/%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D8%B3%D9%8A%D9%85%D9%86%D8%B3-%D8%B3%D8%AA%D8%A8%D8%A7%D8%B4%D8%B1-%D9%86%D8%B5%D8%A8-%D8%B4%D8%A8%D9%83%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D9%88%D8%B2%D9%8A%D8%B9-%D8%A7%D9%84%D8%B0%D9%83%D9%8A%D8%A9","وقال الناطق باسم وزارة الكهرباء احمد العبادي لـ”الصباح”: ان الوزارة وبعد نجاحها بالتعامل مع قطاع الانتاج من خلال اضافة طاقات جديدة، توجب عليها ان تقوم بالتوازي بالنهوض بقطاعي النقل والتوزيع بالتزامن مع قطاع الانتاج باعتبار هذه المفاصل يكمل احدهما الاخر."
"1586524216-1373","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","2","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=2","اخبار العراق 
                                        
                                        الزراعة: إغلاق الحدود لن يؤثر في توفير المنتجات
                                        بغداد / الصباح
اكد وزير الزراعة الدكتور صالح الحسني ان اغلاق الحدود العراقية لن يؤثر في توفير المنتجات الزراعية للمواطنين.","http://alsabaah.iq/23431/%D8%A7%D9%84%D8%B2%D8%B1%D8%A7%D8%B9%D8%A9-%D8%A5%D8%BA%D9%84%D8%A7%D9%82-%D8%A7%D9%84%D8%AD%D8%AF%D9%88%D8%AF-%D9%84%D9%86-%D9%8A%D8%A4%D8%AB%D8%B1-%D9%81%D9%8A-%D8%AA%D9%88%D9%81%D9%8A%D8%B1-%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA","بغداد / الصباح"
"1586524096-1015","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=6","اخبار العراق 
                                        
                                        انطلاق عمليتين أمنيتين لملاحقة {داعش» في ثلاث محافظات 
                                        بغداد / الصباح 

انطلقتْ  امس الاثنين عمليتان أمنيتان في ثلاث محافظات، هي نينوى وصلاح الدين والأنبار","http://alsabaah.iq/22888/%D8%A7%D9%86%D8%B7%D9%84%D8%A7%D9%82-%D8%B9%D9%85%D9%84%D9%8A%D8%AA%D9%8A%D9%86-%D8%A3%D9%85%D9%86%D9%8A%D8%AA%D9%8A%D9%86-%D9%84%D9%85%D9%84%D8%A7%D8%AD%D9%82%D8%A9-%D8%AF%D8%A7%D8%B9%D8%B4-%D9%81%D9%8A-%D8%AB%D9%84%D8%A7%D8%AB-%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A7%D8%AA","بالعملية""."
"1586524142-1181","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","4","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=4","اخبار العراق 
                                        
                                        الموارد تخفض الاطلاقات المائية من سدة سامراء
                                        صلاح الدين / سمير عادل

كشفتْ مديريةُ المواردِ المائية في محافظةِ صلاح الدين عن تقليلِ الاطلاقات المائية باتجاه بغداد ومحافظات جنوب البلاد","http://alsabaah.iq/23107/%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%B1%D8%AF-%D8%AA%D8%AE%D9%81%D8%B6-%D8%A7%D9%84%D8%A7%D8%B7%D9%84%D8%A7%D9%82%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%A7%D8%A6%D9%8A%D8%A9-%D9%85%D9%86-%D8%B3%D8%AF%D8%A9-%D8%B3%D8%A7%D9%85%D8%B1%D8%A7%D8%A1","واشار الى ان وزارة الموارد المائية اتخذت العديد من الخطوات للسيطرة على تصريف المياه منها توسيع مؤخر سدة سامراء وناظم الثرثار وتعلية السداد الفيضانية، علاوة على تنظيف المبازل والقنوات والجدول الرئيس لنهرالاسحاقي من سدة سامراء الى ناظم التفرع وازالة ازهار الشمبلان والقصب والبردي والترسبات الطينية والتكسرات وتنظيف النواظم، موضحا ان الهدف من العملية هو السيطرة على تصريف المياه ودرء المخاطر الفيضانية وايصال حصص المياه الى مناطق جنوب المحافظة، فضلا عن ضمان توفير الحصة المائية الكافية لري المزروعات والبساتين والمناطق البعيدة عن المصدر خصوصا في فصل الصيف."
"1586524098-1030","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=6","اخبار العراق 
                                        
                                        رصد أكثر من 1590 مشروعاً متلكئاً في البلاد
                                        بغداد / الصباح

كشف المكتب الإعلامي لرئيس الوزراء المستقيل عادل عبد المهدي، أمس الاثنين، عن رصد مجلس مكافحة الفساد أكثر من ألف مشروع متلكئ في البلاد.","http://alsabaah.iq/22890/%D8%B1%D8%B5%D8%AF-%D8%A3%D9%83%D8%AB%D8%B1-%D9%85%D9%86-1590-%D9%85%D8%B4%D8%B1%D9%88%D8%B9%D8%A7-%D9%85%D8%AA%D9%84%D9%83%D8%A6%D8%A7-%D9%81%D9%8A-%D8%A7%D9%84%D8%A8%D9%84%D8%A7%D8%AF","وتابع أن ""أوامر صدرت إلى جميع المحافظات بالبدء الفوري بمعالجة ملف التجاوزات على الأراضي والشوارع وأماكن النفع العام""، مبيناً أن ""البداية كانت موفقة حيث تمّ فعلاً تحقيق نجاحات مهمة رافقتها حملة تأييد شعبية وإعلامية خصوصاً في الأماكن التي تمّ التجاوز عليها لأغراض تجارية أو استغلالها من قبل جهات متنفذة خلافاً للقانون""."
"1586524111-1053","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=6","اخبار العراق 
                                        
                                        هذا... او الصومال
                                        محمد عبد الجبار الشبوط

الوضع الآن في العراق خطير. وتكمن خطورته في احتمال انزلاق العراق الى الحالة الصومالية، او «الصوملة». فما يحصل هو  «انحلال امر الدولة»، بعبارة ابن خلدون.","http://alsabaah.iq/22894/%D9%87%D8%B0%D8%A7-%D8%A7%D9%88-%D8%A7%D9%84%D8%B5%D9%88%D9%85%D8%A7%D9%84","اليكم ما ينبغي القيام به:"
"1586524130-1133","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","5","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=5","اخبار العراق 
                                        
                                        الصحة تدعو الوافدين من الخارج إلى الالتزام  بإجراءات الوقاية من {كورونا}
                                        بغداد / المحافظات / مراسلو الصباح

ثمنت المرجعية الدينية الجهود المتواصلة التي تبذلها الملاكات الطبية والصحية في التصدي لفيروس (كورونا)","http://alsabaah.iq/23040/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%AA%D8%AF%D8%B9%D9%88-%D8%A7%D9%84%D9%88%D8%A7%D9%81%D8%AF%D9%8A%D9%86-%D9%85%D9%86-%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC-%D8%A5%D9%84%D9%89-%D8%A7%D9%84%D8%A7%D9%84%D8%AA%D8%B2%D8%A7%D9%85-%D8%A8%D8%A5%D8%AC%D8%B1%D8%A7%D8%A1%D8%A7%D8%AA-%D8%A7%D9%84%D9%88%D9%82%D8%A7%D9%8A%D8%A9-%D9%85%D9%86-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7","اما مدير دائرة صحة كركوك كريم ولي، فقد ذكر لمراسلة “الصباح” نهضة علي ان الملاك الطبي المشرف على حالة المصابين بفيروس (كورونا) اجرى الفحص الثاني لاربع من الحالات المصابة وارسالها الى بغداد لبيان تماثلها للشفاء بعد ظهور نتائج الفحص."
